Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kayla,2019-11-01 22:07,0:22:29,,Friends: Season 2: The One Where Old Yeller Dies (Episode 20),,Apple Apple TV 4 Apple TV,0:22:30,Not latest view,CA (Canada)
Kayla,2019-10-31 22:06,2:03:46,,Kingsman: The Golden Circle,,Apple Apple TV 4 Apple TV,2:15:26,2:15:26,CA (Canada)
Kayla,2019-10-30 21:10,0:22:34,Autoplayed: user action: None; ,Friends: Season 2: The One Where Eddie Won't Go (Episode 19),,Apple Apple TV 4 Apple TV,0:22:34,Not latest view,CA (Canada)
Kayla,2019-10-30 20:48,0:21:56,,Friends: Season 2: The One Where Dr. Ramoray Dies (Episode 18),,Apple Apple TV 4 Apple TV,0:22:38,Not latest view,CA (Canada)
Kayla,2019-10-30 20:47,0:01:00,,Friends: Season 2: The One Where Eddie Moves In (Episode 17),,Apple Apple TV 4 Apple TV,0:22:40,Not latest view,CA (Canada)
Kayla,2019-10-30 20:25,0:21:51,Autoplayed: user action: None; ,Friends: Season 2: The One Where Eddie Moves In (Episode 17),,Apple Apple TV 4 Apple TV,0:22:33,Not latest view,CA (Canada)
Kayla,2019-10-30 20:03,0:21:38,,Friends: Season 2: The One Where Joey Moves Out (Episode 16),,Apple Apple TV 4 Apple TV,0:22:19,Not latest view,CA (Canada)
Kayla,2019-10-30 20:03,0:00:10,,Friends: Season 2: The One Where Ross and Rachel...You Know (Episode 15),,Apple Apple TV 4 Apple TV,0:22:44,Not latest view,CA (Canada)
Kayla,2019-10-30 19:40,0:21:53,Autoplayed: user action: None; ,Friends: Season 2: The One Where Ross and Rachel...You Know (Episode 15),,Apple Apple TV 4 Apple TV,0:22:34,Not latest view,CA (Canada)
Kayla,2019-10-30 19:34,0:05:12,,Friends: Season 2: The One with the Prom Video (Episode 14),,Apple Apple TV 4 Apple TV,0:22:40,Not latest view,CA (Canada)
Kayla,2019-10-30 18:39,0:16:53,Autoplayed: user action: None; ,Friends: Season 2: The One with the Prom Video (Episode 14),,Apple Apple TV 4 Apple TV,0:17:28,Not latest view,CA (Canada)
Kayla,2019-10-30 18:17,0:21:46,Autoplayed: user action: None; ,Friends: Season 2: The One After the Super Bowl: Part 2 (Episode 13),,Apple Apple TV 4 Apple TV,0:22:27,Not latest view,CA (Canada)
Kayla,2019-10-30 17:55,0:22:04,Autoplayed: user action: None; ,Friends: Season 2: The One After the Super Bowl: Part 1 (Episode 12),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-30 17:41,0:13:38,,Friends: Season 2: The One with the Lesbian Wedding (Episode 11),,Apple Apple TV 4 Apple TV,0:22:45,Not latest view,CA (Canada)
Kayla,2019-10-30 17:01,0:09:14,Autoplayed: user action: None; ,Friends: Season 2: The One with the Lesbian Wedding (Episode 11),,Apple Apple TV 4 Apple TV,0:09:14,Not latest view,CA (Canada)
Kayla,2019-10-30 17:00,0:01:04,,Friends: Season 2: The One with Russ (Episode 10),,Apple Apple TV 4 Apple TV,0:22:44,Not latest view,CA (Canada)
Kayla,2019-10-30 16:38,0:21:53,,Friends: Season 2: The One with Russ (Episode 10),,Apple Apple TV 4 Apple TV,0:22:34,Not latest view,CA (Canada)
Kayla,2019-10-30 16:16,0:21:53,,Friends: Season 2: The One with Phoebe's Dad (Episode 9),,Apple Apple TV 4 Apple TV,0:22:35,Not latest view,CA (Canada)
Kayla,2019-10-30 16:13,0:03:00,,Friends: Season 2: The One with the List (Episode 8),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-30 13:42,0:19:00,,Friends: Season 2: The One with the List (Episode 8),,Apple Apple TV 4 Apple TV,0:19:42,Not latest view,CA (Canada)
Kayla,2019-10-30 13:20,0:22:04,,Friends: Season 2: The One Where Ross Finds Out (Episode 7),,Apple Apple TV 4 Apple TV,0:22:45,Not latest view,CA (Canada)
Kayla,2019-10-30 12:57,0:22:33,Autoplayed: user action: None; ,Friends: Season 2: The One with the Baby on the Bus (Episode 6),,Apple Apple TV 4 Apple TV,0:22:34,Not latest view,CA (Canada)
Kayla,2019-10-30 12:35,0:22:03,,Friends: Season 2: The One with Five Steaks and an Eggplant (Episode 5),,Apple Apple TV 4 Apple TV,0:22:45,Not latest view,CA (Canada)
Kayla,2019-10-30 12:11,0:21:54,,Friends: Season 2: The One with Phoebe's Husband (Episode 4),,Apple Apple TV 4 Apple TV,0:22:36,Not latest view,CA (Canada)
Kayla,2019-10-30 12:11,0:00:04,,Friends: Season 2: The One Where Heckles Dies (Episode 3),,Apple Apple TV 4 Apple TV,0:22:39,Not latest view,CA (Canada)
Kayla,2019-10-30 11:49,0:21:53,,Friends: Season 2: The One Where Heckles Dies (Episode 3),,Apple Apple TV 4 Apple TV,0:22:35,Not latest view,CA (Canada)
Kayla,2019-10-30 1:01,0:21:51,,Friends: Season 2: The One with the Breast Milk (Episode 2),,Apple Apple TV 4 Apple TV,0:22:32,Not latest view,CA (Canada)
Kayla,2019-10-30 0:44,0:15:23,,W1A: Season 1: Episode 1,,Apple Apple TV 4 Apple TV,0:15:23,0:15:23,CA (Canada)
Kayla,2019-10-30 0:39,0:03:02,,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Apple Apple TV 4 Apple TV,0:21:24,Not latest view,CA (Canada)
Kayla,2019-10-30 0:09,0:04:44,,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Apple Apple TV 4 Apple TV,0:18:22,Not latest view,CA (Canada)
Kayla,2019-10-29 21:21,0:12:57,,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Apple Apple TV 4 Apple TV,0:13:38,Not latest view,CA (Canada)
Kayla,2019-10-29 21:02,0:18:54,,Friends: Season 1: The One Where Rachel Finds Out (Episode 24),,Apple Apple TV 4 Apple TV,0:22:34,Not latest view,CA (Canada)
Kayla,2019-10-29 1:05,0:54:02,Autoplayed: user action: None; ,The Politician: Season 1: Vienna (Episode 8),,Apple Apple TV 4 Apple TV,0:56:35,0:56:35,CA (Canada)
Kayla,2019-10-29 0:34,0:30:52,,The Politician: Season 1: The Assassination of Payton Hobart: Part 2 (Episode 7),,Apple Apple TV 4 Apple TV,0:38:13,0:38:13,CA (Canada)
Kayla,2019-10-29 0:31,0:02:58,Autoplayed: user action: None; ,Friends: Season 1: The One Where Rachel Finds Out (Episode 24),,Apple Apple TV 4 Apple TV,0:03:39,Not latest view,CA (Canada)
Kayla,2019-10-29 0:26,0:04:34,,Friends: Season 1: The One with the Birth (Episode 23),,Apple Apple TV 4 Apple TV,0:22:38,Not latest view,CA (Canada)
Kayla,2019-10-28 19:27,0:15:31,,Kingsman: The Golden Circle,,Apple Apple TV 4 Apple TV,0:15:31,Not latest view,CA (Canada)
Kayla,2019-10-28 0:36,0:17:29,,Morning Glory,,Apple Apple TV 4 Apple TV,1:42:44,1:42:44,CA (Canada)
Kayla,2019-10-27 23:58,0:07:48,,Morning Glory,,Apple Apple TV 4 Apple TV,1:27:54,Not latest view,CA (Canada)
Kayla,2019-10-27 22:35,1:20:38,,Morning Glory,,Netflix Chrome MAC (Cadmium) HTML 5,1:20:38,Not latest view,CA (Canada)
Kayla,2019-10-27 21:44,0:18:02,Autoplayed: user action: None; ,Friends: Season 1: The One with the Birth (Episode 23),,Apple Apple TV 4 Apple TV,0:18:03,Not latest view,CA (Canada)
Kayla,2019-10-27 21:21,0:22:38,Autoplayed: user action: None; ,Friends: Season 1: The One with the Ick Factor (Episode 22),,Apple Apple TV 4 Apple TV,0:22:38,Not latest view,CA (Canada)
Kayla,2019-10-27 20:59,0:21:59,,Friends: Season 1: The One with the Fake Monica (Episode 21),,Apple Apple TV 4 Apple TV,0:22:40,Not latest view,CA (Canada)
Kayla,2019-10-27 20:36,0:22:37,Autoplayed: user action: None; ,Friends: Season 1: The One with the Evil Orthodontist (Episode 20),,Apple Apple TV 4 Apple TV,0:22:38,Not latest view,CA (Canada)
Kayla,2019-10-27 20:14,0:22:38,Autoplayed: user action: None; ,Friends: Season 1: The One Where the Monkey Gets Away (Episode 19),,Apple Apple TV 4 Apple TV,0:22:39,Not latest view,CA (Canada)
Kayla,2019-10-27 19:51,0:22:00,Autoplayed: user action: None; ,Friends: Season 1: The One with All the Poker (Episode 18),,Apple Apple TV 4 Apple TV,0:22:40,Not latest view,CA (Canada)
Kayla,2019-10-27 19:29,0:21:56,Autoplayed: user action: None; ,Friends: Season 1: The One with the Two Parts: Part 2 (Episode 17),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-27 19:06,0:22:43,Autoplayed: user action: None; ,Friends: Season 1: The One with the Two Parts: Part 1 (Episode 16),,Apple Apple TV 4 Apple TV,0:22:43,Not latest view,CA (Canada)
Kayla,2019-10-27 18:44,0:22:01,,Friends: Season 1: The One with the Stoned Guy (Episode 15),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-27 18:21,0:22:01,Autoplayed: user action: None; ,Friends: Season 1: The One with the Candy Hearts (Episode 14),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-27 17:59,0:22:01,,Friends: Season 1: The One with the Boobies (Episode 13),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-27 0:54,0:05:51,Autoplayed: user action: None; ,The Politician: Season 1: The Assassination of Payton Hobart: Part 2 (Episode 7),,Apple Apple TV 4 Apple TV,0:07:21,Not latest view,CA (Canada)
Kayla,2019-10-27 0:15,0:39:28,,The Politician: Season 1: The Assassination of Payton Hobart (Episode 6),,Apple Apple TV 4 Apple TV,0:54:11,0:54:11,CA (Canada)
Kayla,2019-10-26 22:37,1:17:25,,The Laundromat,,Apple Apple TV 4 Apple TV,1:17:26,1:17:26,CA (Canada)
Kayla,2019-10-26 21:07,0:22:35,Autoplayed: user action: None; ,Friends: Season 1: The One with the Dozen Lasagnas (Episode 12),,Apple Apple TV 4 Apple TV,0:22:36,Not latest view,CA (Canada)
Kayla,2019-10-26 20:46,0:20:41,,Friends: Season 1: The One with Mrs. Bing (Episode 11),,Apple Apple TV 4 Apple TV,0:22:41,Not latest view,CA (Canada)
Kayla,2019-10-26 19:55,0:02:00,Autoplayed: user action: None; ,Friends: Season 1: The One with Mrs. Bing (Episode 11),,Apple Apple TV 4 Apple TV,0:02:00,Not latest view,CA (Canada)
Kayla,2019-10-26 19:32,0:22:42,Autoplayed: user action: None; ,Friends: Season 1: The One with the Monkey (Episode 10),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-26 19:09,0:22:41,Autoplayed: user action: None; ,Friends: Season 1: The One Where Underdog Gets Away (Episode 9),,Apple Apple TV 4 Apple TV,0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-26 18:46,0:21:59,Autoplayed: user action: None; ,Friends: Season 1: The One Where Nana Dies Twice (Episode 8),,Apple Apple TV 4 Apple TV,0:22:40,Not latest view,CA (Canada)
Kayla,2019-10-26 18:37,0:08:48,,Friends: Season 1: The One with the Blackout (Episode 7),,Apple Apple TV 4 Apple TV,0:22:30,Not latest view,CA (Canada)
Kayla,2019-10-21 23:02,0:13:41,Autoplayed: user action: None; ,Friends: Season 1: The One with the Blackout (Episode 7),,Apple iPhone XS,0:13:41,Not latest view,CA (Canada)
Kayla,2019-10-21 22:41,0:19:59,,Friends: Season 1: The One with the Butt (Episode 6),,Apple iPhone XS,0:20:42,Not latest view,CA (Canada)
Kayla,2019-10-21 22:38,0:03:31,,Friends: Season 1: The One with the East German Laundry Detergent (Episode 5),,Apple iPhone XS,0:22:41,Not latest view,CA (Canada)
Kayla,2019-10-20 21:43,0:18:01,Autoplayed: user action: None; ,Friends: Season 1: The One with the East German Laundry Detergent (Episode 5),,Safari MAC (Cadmium),0:18:41,Not latest view,CA (Canada)
Kayla,2019-10-20 21:21,0:22:05,Autoplayed: user action: None; ,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Safari MAC (Cadmium),0:22:42,Not latest view,CA (Canada)
Kayla,2019-10-20 20:59,0:22:07,Autoplayed: user action: None; ,Friends: Season 1: The One with the Thumb (Episode 3),,Safari MAC (Cadmium),0:22:47,Not latest view,CA (Canada)
Kayla,2019-10-20 20:36,0:22:05,,Friends: Season 1: The One with the Sonogram at the End (Episode 2),,Safari MAC (Cadmium),0:22:47,Not latest view,CA (Canada)
Kayla,2019-10-20 20:14,0:22:03,,Friends: Season 1: The One Where Monica Gets a Roommate (Pilot) (Episode 1),,Safari MAC (Cadmium),0:22:44,Not latest view,CA (Canada)
Kayla,2019-10-20 20:11,0:02:51,,Friends: Season 10: The One Where Estelle Dies (Episode 15),,Safari MAC (Cadmium),0:02:51,Not latest view,CA (Canada)
Kayla,2019-10-20 20:06,0:05:27,Autoplayed: user action: Unspecified; ,Friends: Season 10: The One with Princess Consuela (Episode 14),,Safari MAC (Cadmium),0:05:45,Not latest view,CA (Canada)
Kayla,2019-10-20 19:42,0:23:06,Autoplayed: user action: None; ,Friends: Season 10: The One Where Joey Speaks French (Episode 13),,Safari MAC (Cadmium),0:23:35,Not latest view,CA (Canada)
Kayla,2019-10-20 19:36,0:06:27,,Friends: Season 10: The One with Phoebe's Wedding (Episode 12),,Safari MAC (Cadmium),0:29:32,Not latest view,CA (Canada)
Kayla,2019-10-20 19:13,0:21:58,,Friends: Season 10: The One with Phoebe's Wedding (Episode 12),,Safari MAC (Cadmium),0:22:38,Not latest view,CA (Canada)
Kayla,2019-10-20 18:55,0:18:03,,Friends: Season 10: The One Where the Stripper Cries (Episode 11),,Safari MAC (Cadmium),0:27:30,Not latest view,CA (Canada)
Kayla,2019-10-20 18:44,0:08:47,,Friends: Season 10: The One Where the Stripper Cries (Episode 11),,Apple Apple TV 4 Apple TV,0:09:28,Not latest view,CA (Canada)
Kayla,2019-10-20 18:43,0:00:01,,Friends: Season 10: The One Where Chandler Gets Caught (Episode 10),,Apple Apple TV 4 Apple TV,0:16:19,Not latest view,CA (Canada)
Kayla,2019-10-20 18:43,0:00:06,,Friends: Season 10: The One Where Chandler Gets Caught (Episode 10),,Apple Apple TV 4 Apple TV,0:16:17,Not latest view,CA (Canada)
Kayla,2019-10-18 23:11,0:13:12,,Peaky Blinders: Season 5: Black Tuesday (Episode 1),,Apple Apple TV 4 Apple TV,0:13:13,0:13:13,CA (Canada)
Kayla,2019-10-17 22:12,1:40:36,,What Men Want,,Apple Apple TV 4 Apple TV,1:48:45,1:48:45,CA (Canada)
Kayla,2019-10-16 2:14,0:13:46,Autoplayed: user action: None; ,The Politician: Season 1: The Assassination of Payton Hobart (Episode 6),,Apple Apple TV 4 Apple TV,0:14:43,Not latest view,CA (Canada)
Kayla,2019-10-16 2:02,0:07:58,,The Politician: Season 1: The Voter (Episode 5),,Apple Apple TV 4 Apple TV,0:26:14,0:26:14,CA (Canada)
Kayla,2019-10-16 1:39,0:22:24,Autoplayed: user action: None; ,Insatiable: Season 2: Eat and Run (Episode 6),,Apple Apple TV 4 Apple TV,0:22:34,Not latest view,CA (Canada)
Kayla,2019-10-16 0:57,0:41:31,Autoplayed: user action: None; ,Insatiable: Season 2: Finding Magnolia (Episode 5),,Apple Apple TV 4 Apple TV,0:41:40,0:41:40,CA (Canada)
Kayla,2019-10-16 0:33,0:23:37,,Insatiable: Season 2: Poison Patty (Episode 4),,Apple Apple TV 4 Apple TV,0:40:58,0:40:58,CA (Canada)
Kayla,2019-10-15 2:17,0:16:38,Autoplayed: user action: None; ,The Politician: Season 1: The Voter (Episode 5),,Apple Apple TV 4 Apple TV,0:18:16,Not latest view,CA (Canada)
Kayla,2019-10-15 1:37,0:39:37,,The Politician: Season 1: Gone Girl (Episode 4),,Apple Apple TV 4 Apple TV,0:40:57,0:40:57,CA (Canada)
Kayla,2019-10-15 0:14,0:39:11,Autoplayed: user action: None; ,The Politician: Season 1: October Surprise (Episode 3),,Apple Apple TV 4 Apple TV,0:40:41,0:40:41,CA (Canada)
Kayla,2019-10-14 23:40,0:33:48,,The Politician: Season 1: The Harrington Commode (Episode 2),,Apple Apple TV 4 Apple TV,0:45:27,0:45:27,CA (Canada)
Kayla,2019-10-14 23:36,0:01:15,Autoplayed: user action: None; ,Friends: Season 10: The One Where Chandler Gets Caught (Episode 10),,Apple iPhone XS,0:01:16,Not latest view,CA (Canada)
Kayla,2019-10-14 23:12,0:24:20,,Friends: Season 10: The One with the Birth Mother (Episode 9),,Apple iPhone XS,0:24:51,Not latest view,CA (Canada)
Kayla,2019-10-13 3:36,0:17:12,Autoplayed: user action: None; ,Insatiable: Season 2: Poison Patty (Episode 4),,Apple Apple TV 4 Apple TV,0:17:21,Not latest view,CA (Canada)
Kayla,2019-10-13 2:52,0:44:01,Autoplayed: user action: None; ,Insatiable: Season 2: Boomerang (Episode 3),,Apple Apple TV 4 Apple TV,0:44:11,0:44:11,CA (Canada)
Kayla,2019-10-13 2:06,0:41:20,Autoplayed: user action: None; ,Insatiable: Season 2: Dead Girl (Episode 2),,Apple Apple TV 4 Apple TV,0:41:27,0:41:27,CA (Canada)
Kayla,2019-10-13 1:23,0:42:21,,Insatiable: Season 2: Pig (Episode 1),,Apple Apple TV 4 Apple TV,0:42:21,0:42:21,CA (Canada)
Kayla,2019-10-13 1:11,0:02:25,Autoplayed: user action: None; ,The Politician: Season 1: The Harrington Commode (Episode 2),,Apple Apple TV 4 Apple TV,0:11:39,Not latest view,CA (Canada)
Kayla,2019-10-13 0:43,0:28:26,,The Politician: Season 1: Pilot (Episode 1),,Apple Apple TV 4 Apple TV,1:00:31,1:00:31,CA (Canada)
Kayla,2019-10-12 21:59,1:58:25,,El Camino: A Breaking Bad Movie,,Apple Apple TV 4 Apple TV,1:58:25,1:58:25,CA (Canada)
Kayla,2019-10-12 16:43,0:03:41,,What Men Want,,Apple Apple TV 4 Apple TV,0:08:09,Not latest view,CA (Canada)
Kayla,2019-10-11 22:57,0:00:37,Autoplayed: user action: None; ,Friends: Season 10: The One with the Birth Mother (Episode 9),,Apple Apple TV 4 Apple TV,0:00:38,Not latest view,CA (Canada)
Kayla,2019-10-11 22:55,0:01:29,,Friends: Season 10: The One with the Late Thanksgiving (Episode 8),,Apple Apple TV 4 Apple TV,0:23:05,Not latest view,CA (Canada)
Kayla,2019-10-11 22:39,0:04:27,,What Men Want,,Apple Apple TV 4 Apple TV,0:04:28,Not latest view,CA (Canada)
Kayla,2019-10-07 0:10,0:19:26,,Friends: Season 10: The One with the Late Thanksgiving (Episode 8),,Apple iPhone XS,0:21:36,Not latest view,CA (Canada)
Kayla,2019-10-04 18:08,0:01:26,Autoplayed: user action: None; ,Friends: Season 10: The One with the Late Thanksgiving (Episode 8),,Apple Apple TV 4 Apple TV,0:01:27,Not latest view,CA (Canada)
Kayla,2019-10-04 17:45,0:23:10,Autoplayed: user action: None; ,Friends: Season 10: The One with The Home Study (Episode 7),,Apple Apple TV 4 Apple TV,0:23:11,Not latest view,CA (Canada)
Kayla,2019-10-04 17:27,0:02:01,,Friends: Season 10: The One with Ross's Grant (Episode 6),,Google Chromecast V4 Streaming Stick,0:02:01,Not latest view,CA (Canada)
Kayla,2019-10-04 17:21,0:23:55,,Friends: Season 10: The One with Ross's Grant (Episode 6),,Apple Apple TV 4 Apple TV,0:24:25,Not latest view,CA (Canada)
Kayla,2019-10-04 16:58,0:28:14,,Friends: Season 10: The One Where Rachel's Sister Babysits (Episode 5),,Google Chromecast V4 Streaming Stick,0:28:15,Not latest view,CA (Canada)
Kayla,2019-10-04 16:58,0:22:16,Autoplayed: user action: None; ,Friends: Season 10: The One Where Rachel's Sister Babysits (Episode 5),,Apple Apple TV 4 Apple TV,0:22:18,Not latest view,CA (Canada)
Kayla,2019-10-04 16:35,0:22:24,,Friends: Season 10: The One with the Cake (Episode 4),,Apple Apple TV 4 Apple TV,0:22:55,Not latest view,CA (Canada)
Kayla,2019-10-04 16:34,0:22:54,,Friends: Season 10: The One with the Cake (Episode 4),,Google Chromecast V4 Streaming Stick,0:22:55,Not latest view,CA (Canada)
Kayla,2019-10-04 16:13,0:22:08,,Friends: Season 10: The One with Ross's Tan (Episode 3),,Apple Apple TV 4 Apple TV,0:24:09,Not latest view,CA (Canada)
Kayla,2019-10-04 16:12,0:22:10,,Friends: Season 10: The One with Ross's Tan (Episode 3),,Google Chromecast V4 Streaming Stick,0:24:09,Not latest view,CA (Canada)
Kayla,2019-10-04 16:09,0:02:01,,Friends: Season 10: The One with Ross's Tan (Episode 3),,Google Chromecast V4 Streaming Stick,0:02:01,Not latest view,CA (Canada)
Kayla,2019-10-04 15:45,0:23:54,,Friends: Season 10: The One Where Ross Is Fine (Episode 2),,Google Chromecast V4 Streaming Stick,0:23:55,Not latest view,CA (Canada)
Kayla,2019-10-04 15:15,0:29:15,,Friends: Season 10: The One After Joey and Rachel Kiss (Episode 1),,Google Chromecast V4 Streaming Stick,0:29:16,Not latest view,CA (Canada)
Kayla,2019-10-04 14:41,0:33:45,,Friends: Season 9: The One in Barbados (Episode 23),,Google Chromecast V4 Streaming Stick,0:49:58,Not latest view,CA (Canada)
Kayla,2019-10-04 13:56,0:22:38,,Between Two Ferns: The Movie,,Apple iPhone XS,0:54:33,0:54:33,CA (Canada)
Kayla,2019-10-04 2:40,0:16:13,Autoplayed: user action: None; ,Friends: Season 9: The One in Barbados (Episode 23),,Apple Apple TV 4 Apple TV,0:16:13,Not latest view,CA (Canada)
Kayla,2019-10-04 2:30,0:09:47,,Friends: Season 9: The One with the Donor (Episode 22),,Apple Apple TV 4 Apple TV,0:24:34,Not latest view,CA (Canada)
Kayla,2019-10-01 21:50,0:16:33,,Between Two Ferns: The Movie,,Apple Apple TV 4 Apple TV,0:31:45,Not latest view,CA (Canada)
Kayla,2019-10-01 21:04,0:40:24,,Unbelievable: Limited Series: Episode 8,,Apple Apple TV 4 Apple TV,0:42:30,0:42:30,CA (Canada)
Kayla,2019-10-01 3:02,0:04:07,Autoplayed: user action: None; ,Unbelievable: Limited Series: Episode 8,,Apple Apple TV 4 Apple TV,0:04:14,Not latest view,CA (Canada)
Kayla,2019-10-01 2:11,0:50:45,Autoplayed: user action: None; ,Unbelievable: Limited Series: Episode 7,,Apple Apple TV 4 Apple TV,0:50:51,0:50:51,CA (Canada)
Kayla,2019-10-01 1:34,0:19:51,,Unbelievable: Limited Series: Episode 6,,Apple Apple TV 4 Apple TV,0:42:21,0:42:21,CA (Canada)
Kayla,2019-09-30 23:42,0:22:23,Autoplayed: user action: None; ,Unbelievable: Limited Series: Episode 6,,Apple Apple TV 4 Apple TV,0:22:30,Not latest view,CA (Canada)
Kayla,2019-09-30 23:01,0:40:55,Autoplayed: user action: None; ,Unbelievable: Limited Series: Episode 5,,Apple Apple TV 4 Apple TV,0:41:01,0:41:01,CA (Canada)
Kayla,2019-09-30 22:00,0:41:36,Autoplayed: user action: None; ,Unbelievable: Limited Series: Episode 4,,Apple Apple TV 4 Apple TV,0:41:42,0:41:42,CA (Canada)
Kayla,2019-09-30 21:11,0:48:39,Autoplayed: user action: None; ,Unbelievable: Limited Series: Episode 3,,Apple Apple TV 4 Apple TV,0:48:45,0:48:45,CA (Canada)
Kayla,2019-09-30 20:28,0:43:26,Autoplayed: user action: None; ,Unbelievable: Limited Series: Episode 2,,Apple Apple TV 4 Apple TV,0:43:32,0:43:32,CA (Canada)
Kayla,2019-09-30 19:36,0:51:46,,Unbelievable: Limited Series: Episode 1,,Apple Apple TV 4 Apple TV,0:56:18,0:56:18,CA (Canada)
Kayla,2019-09-30 19:14,0:21:31,,The Good Place: Season 3: Pandemonium (Episode 12),,Apple Apple TV 4 Apple TV,0:21:31,0:21:31,CA (Canada)
Kayla,2019-09-30 18:53,0:21:26,Autoplayed: user action: None; ,The Good Place: Season 3: Chidi Sees the Time-Knife (Episode 11),,Apple Apple TV 4 Apple TV,0:21:26,0:21:26,CA (Canada)
Kayla,2019-09-30 18:31,0:21:42,Autoplayed: user action: None; ,The Good Place: Season 3: The Book of Dougs (Episode 10),,Apple Apple TV 4 Apple TV,0:21:43,0:21:43,CA (Canada)
Kayla,2019-09-30 18:08,0:22:46,,The Good Place: Season 3: Janet(s) (Episode 9),,Apple Apple TV 4 Apple TV,0:22:47,0:22:47,CA (Canada)
Kayla,2019-09-30 17:47,0:21:25,,The Good Place: Season 3: Don't Let the Good Life Pass You By (Episode 8),,Apple Apple TV 4 Apple TV,0:21:26,0:21:26,CA (Canada)
Kayla,2019-09-30 17:25,0:21:23,Autoplayed: user action: None; ,The Good Place: Season 3: The Worst Possible Use of Free Will (Episode 7),,Apple Apple TV 4 Apple TV,0:21:24,0:21:24,CA (Canada)
Kayla,2019-09-30 16:54,0:21:44,Autoplayed: user action: None; ,The Good Place: Season 3: A Fractured Inheritance (Episode 6),,Apple Apple TV 4 Apple TV,0:21:44,0:21:44,CA (Canada)
Kayla,2019-09-30 16:33,0:21:41,,The Good Place: Season 3: The Ballad of Donkey Doug (Episode 5),,Apple Apple TV 4 Apple TV,0:21:42,0:21:42,CA (Canada)
Kayla,2019-09-30 16:11,0:21:30,,The Good Place: Season 3: Jeremy Bearimy (Episode 4),,Apple Apple TV 4 Apple TV,0:21:31,0:21:31,CA (Canada)
Kayla,2019-09-30 15:54,0:17:32,,The Good Place: Season 3: The Snowplow (Episode 3),,Apple Apple TV 4 Apple TV,0:21:32,0:21:32,CA (Canada)
Kayla,2019-09-30 0:11,1:22:46,,Bumblebee,,Apple Apple TV 4 Apple TV,1:48:23,1:48:23,CA (Canada)
Kayla,2019-09-28 21:54,0:31:05,,The Politician: Season 1: Pilot (Episode 1),,Apple Apple TV 4 Apple TV,0:31:05,Not latest view,CA (Canada)
Kayla,2019-09-28 20:09,0:04:00,Autoplayed: user action: None; ,The Good Place: Season 3: The Snowplow (Episode 3),,Apple Apple TV 4 Apple TV,0:04:00,Not latest view,CA (Canada)
Kayla,2019-09-28 19:47,0:21:47,,The Good Place: Season 3: The Brainy Bunch (Episode 2),,Apple Apple TV 4 Apple TV,0:21:48,0:21:48,CA (Canada)
Kayla,2019-09-28 19:04,0:43:03,,The Good Place: Season 3: Everything is Bonzer (Episode 1),,Apple Apple TV 4 Apple TV,0:43:04,0:43:04,CA (Canada)
Kayla,2019-09-28 18:42,0:20:56,,The Ranch: Part 7: Perfect Storm (Episode 10),,Apple Apple TV 4 Apple TV,0:27:40,0:27:40,CA (Canada)
Kayla,2019-09-28 14:49,0:05:41,Autoplayed: user action: None; ,The Ranch: Part 7: Perfect Storm (Episode 10),,Apple Apple TV 4 Apple TV,0:06:44,Not latest view,CA (Canada)
Kayla,2019-09-28 14:08,0:32:27,Autoplayed: user action: None; ,The Ranch: Part 7: Welcome to the Future (Episode 9),,Apple Apple TV 4 Apple TV,0:33:29,0:33:29,CA (Canada)
Kayla,2019-09-28 13:37,0:18:56,,The Ranch: Part 7: Without a Fight (Episode 8),,Apple Apple TV 4 Apple TV,0:27:40,0:27:40,CA (Canada)
Kayla,2019-09-28 0:47,0:08:39,Autoplayed: user action: None; ,The Ranch: Part 7: Without a Fight (Episode 8),,Apple Apple TV 4 Apple TV,0:08:45,Not latest view,CA (Canada)
Kayla,2019-09-27 23:52,0:29:54,Autoplayed: user action: None; ,The Ranch: Part 7: Last Time for Everything (Episode 7),,Apple Apple TV 4 Apple TV,0:30:58,0:30:58,CA (Canada)
Kayla,2019-09-27 23:33,0:18:44,,The Ranch: Part 7: The Devil Is Alive and Well (Episode 6),,Apple Apple TV 4 Apple TV,0:31:35,0:31:35,CA (Canada)
Kayla,2019-09-27 21:34,0:13:35,,Bumblebee,,Apple Apple TV 4 Apple TV,0:13:36,Not latest view,CA (Canada)
